id,forecast_date,actual_volume,pred_lstm,pred_prophet,pred_xgboost,pred_holtwinters,is_holdout,is_future,pred_sarimax,pred_holts_linear,weather_rainfall,weather_temp
846,2026-07-30T16:00:00.000Z,,1673444,1775847,,1870351,false,true,1863037,1632321,324.7215053763441,27.635268817204302
847,2026-07-31T16:00:00.000Z,,1709163,1623408,,1692767,false,true,1685015,1632124,236.85645161290324,27.410050403225807
848,2026-08-01T16:00:00.000Z,,1545390,1785203,,1930323,false,true,1922601,1631927,236.85645161290324,27.410050403225807
849,2026-08-02T16:00:00.000Z,,1460921,1389129,,1450221,false,true,1463443,1631730,236.85645161290324,27.410050403225807
850,2026-08-03T16:00:00.000Z,,1387038,1351740,,1379171,false,true,1399000,1631533,236.85645161290324,27.410050403225807
851,2026-08-04T16:00:00.000Z,,1423436,1347311,,1445578,false,true,1432737,1631336,236.85645161290324,27.410050403225807
852,2026-08-05T16:00:00.000Z,,1519609,1340054,,1412346,false,true,1436471,1631138,236.85645161290324,27.410050403225807
853,2026-08-06T16:00:00.000Z,,1608875,1702281,,1864042,false,true,1863781,1630941,236.85645161290324,27.410050403225807
854,2026-08-07T16:00:00.000Z,,1692699,1545584,,1686458,false,true,1684380,1630744,236.85645161290324,27.410050403225807
855,2026-08-08T16:00:00.000Z,,1607473,1704772,,1924014,false,true,1921669,1630547,236.85645161290324,27.410050403225807
